name,size,type,alignment,languages,ac,hp,cr,speed,swim,fly,climb,burrow,passive_perception,darkvision,truesight,tremorsense,blindsight,strength,str_mod,dex,dex_mod,con,con_mod,intel,int_mod,wis,wis_mod,cha,cha_mod,str_save,dex_save,con_save,int_save,wis_save,cha_save,history,perception,stealth,persuasion,insight,deception,arcana,religion,acrobatics,athletics,intimidation,senses,attributes,actions,legendary_actions,legendary,source
merregon,medium,fiend (devil),lawful evil,"understands Infernal but can't speak, telepathy 120 ft.",16.0,45,4.0,30,0,0,0,0,11,60,0,0,0,18,4,14,2,17,3,6,-2,12,1,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 11",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
merrenoloth,medium,fiend (yugoloth),neutral evil,"Abyssal, Infernal, telepathy 60 ft.",13.0,40,3.0,30,40,0,0,0,14,60,0,0,60,8,-1,17,3,10,0,17,3,14,2,11,0,0,5,0,5,0,0,5,4,0,0,0,0,0,0,0,0,0,"blindsight 60 ft., darkvision 60 ft., passive Perception 14",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
merrow,large,monstrosity,chaotic evil,"Abyssal, Aquan",13.0,45,2.0,10,40,0,0,0,10,60,0,0,0,18,4,10,0,15,2,8,-1,10,0,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 10",Amphibious. The merrow can breathe air and water. | ,"Multiattack. The merrow makes two attacks: one with its bite and one with its claws or harpoon. | Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) piercing damage. | Claws. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 9 (2d4 + 4) slashing damage. | Harpoon. Melee or Ranged Weapon Attack: +6 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 11 (2d6 + 4) piercing damage. If the target is a Huge or smaller creature, it must succeed on a Strength contest against the merrow or be pulled up to 20 feet toward the merrow.",none,0,Monster Manual (SRD)
mezzoloth,medium,fiend (yugoloth),neutral evil,"Abyssal, Infernal, telepathy 60 ft.",18.0,75,5.0,40,0,0,0,0,13,60,0,0,60,18,4,11,0,16,3,7,-2,10,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"blindsight 60 ft., darkvision 60 ft., passive Perception 13","Innate Spellcasting. The mezzoloth's innate spellcasting ability is Charisma (spell save DC 11). The mezzoloth can innately cast the following spells, requiring no material components: | 2/day each: darkness, dispel magic | 1/day: cloudkill | Magic Resistance. The mezzoloth has advantage on saving throws against spells and other magical effects. | Magic Weapons. The mezzoloth's weapon attacks are magical. | ","Multiattack. The mezzoloth makes two attacks: one with its claws and one with its trident. | Claws. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 9 (2d4 + 4) slashing damage. | Trident. Melee or Ranged Weapon Attack: +7 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 7 (1d6 + 4) piercing damage, or 8 (1d8 + 4) piercing damage when held with two claws and used to make a melee attack. | Teleport. The mezzoloth magically teleports, along with any equipment it is wearing or carrying, up to 60 feet to an unoccupied space it can see.",none,0,Monster Manual (BR)
mimic,medium,monstrosity (shapechanger),neutral,none,12.0,58,2.0,15,0,0,0,0,11,60,0,0,0,17,3,12,1,15,2,5,-3,13,1,8,-1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 11","Shapechanger. The mimic can use its action to polymorph into an object or back into its true, amorphous form. Its statistics are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies. | Adhesive (Object Form Only). The mimic adheres to anything that touches it. A Huge or smaller creature adhered to the mimic is also grappled by it (escape DC 13). Ability checks made to escape this grapple have disadvantage. | False Appearance (Object Form Only). While the mimic remains motionless, it is indistinguishable from an ordinary object. | Grappler. The mimic has advantage on attack rolls against any creature grappled by it. | ","Pseudopod. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) bludgeoning damage. If the mimic is in object form, the target is subjected to its Adhesive trait. | Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage plus 4 (1d8) acid damage.",none,0,Monster Manual (SRD)
mind-flayer,medium,aberration,lawful evil,"Deep Speech, Undercommon, telepathy 120 ft.",15.0,71,7.0,30,0,0,0,0,16,120,0,0,0,11,0,12,1,12,1,19,4,17,3,17,3,0,0,0,7,6,6,0,6,4,6,6,6,7,0,0,0,0,"darkvision 120 ft., passive Perception 16",unavailable,unavailable,unavailable,0,Monster Manual
mindwitness,large,aberration,lawful evil,"Deep Speech, Undercommon, telepathy 600 ft.",15.0,75,5.0,0,0,20,0,0,18,120,0,0,0,10,0,14,2,14,2,15,2,15,2,10,0,0,0,0,5,5,0,0,8,0,0,0,0,0,0,0,0,0,"darkvision 120 ft., passive Perception 18","Telepathic Hub. When the mindwitness receives a telepathic message, it can telepathically share that message with up to seven other creatures within 600 feet of it that it can see. | ","Multiattack. The mindwitness makes two attacks: one with its tentacles and one with its bite. | Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 16 (4d6 + 2) piercing damage. | Tentacles. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 20 (4d8 + 2) psychic damage. If the target is Large or smaller, it is grappled (escape DC 13) and must succeed on a DC 13 Intelligence saving throw or be stunned until this grapple ends. | Eye Rays. The mindwitness shoots three of the following magiccal eye rays at random (reroll duplicates), choosing one to three targets it can see within 120 feet of it: | 1- Aversion Ray. The targeted creature must make a DC 13 Charisma saving throw. On a failed save, the target has disadvantage on attack rolls for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. | 2- Fear Ray. The targeted creature must succeed on a DC 13 Wisdom saving throw or be frightened for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. | 3- Psychic Ray. The target must succeed on a DC 13 Intelligence saving throw or take 27 (6d8) psychic damage. | 4- Slowing Ray. The targeted creature must make a DC 13 Dexterity saving throw. On a failed save, the target's speed is halved for 1 minute. In addition, the creature can't take reactions, and it can take either an action or a bonus action on its turn but not both. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. | 5- Stunning Roy. The targeted creature must succeed on a DC 13 Constitution saving throw or be stunned for 1 minute. The target can repeat the saving throw at the start of each of its turns, ending the effect on itself on a success. | 6- Telekinetic Ray. If the target is a creature, it must make a DC 13 Strength saving throw. On a failed save, the mindwitness moves it up to 30 feet in any direction, and it is restrained by the rays telekinetic grip until the start of the mindwitness's next turn or until the mindwitness is incapacitated. If the target is an object weighing 300 pounds or less that isn't being worn or carried, it is telekinetically moved up to 30 feet in any direction. The mindwitness can also exert fine control on objects with this ray, such as manipulating a simple tool or opening a door or a container.",none,0,Volo's Guide to Monsters
minotaur,large,monstrosity,chaotic evil,Abyssal,14.0,76,3.0,40,0,0,0,0,17,60,0,0,0,18,4,11,0,16,3,6,-2,16,3,9,-1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 17","Charge. If the minotaur moves at least 10 feet straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 feet away and knocked prone. | Labyrinthine Recall. The minotaur can perfectly recall any path it has traveled. | Reckless. At the start of its turn, the minotaur can gain advantage on all melee weapon attack rolls it makes during that turn, but attack rolls against it have advantage until the start of its next turn. | ","Greataxe. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 17 (2d12 + 4) slashing damage. | Gore. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) piercing damage.",none,0,Monster Manual (SRD)
minotaur-skeleton,large,undead,lawful evil,understands Abyssal but can't speak,12.0,67,2.0,40,0,0,0,0,9,60,0,0,0,18,4,11,0,15,2,6,-2,8,-1,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 9","Charge. If the skeleton moves at least 10 feet straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 feet away and knocked prone. | ","Greataxe. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 17 (2d12 + 4) slashing damage. | Gore. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) piercing damage.",none,0,Monster Manual (SRD)
moloch,large,fiend (devil),lawful evil,"all, telepathy 120 ft.",19.0,253,21.0,30,0,0,0,0,21,120,0,0,0,26,8,19,4,22,6,21,5,18,4,23,6,0,11,13,0,11,13,0,11,0,0,0,13,0,0,0,0,13,"darkvision 120 ft., passive Perception 21","Innate Spellcasting. Moloch's innate spellcasting ability is Charisma (spell save DC 21). He can innately cast the following spells, requiring no material components: | At will: alter self (can become Medium when changing his appearance), animate dead, burning hands (as a 7th-level spell), confusion, detect magic, fly, geas, major image, stinking cloud, suggestion, wall of fire | 1/day each: flame strike, symbol (stunning only) | Legendary Resistance (3/Day). If Moloch fails a saving throw, he can choose to succeed instead. | Magic Resistance. Moloch has advantage on saving throws against spells and other magical effects. | Magic Weapons. Moloch's weapon attacks are magical. | Regeneration. Moloch regains 20 hit points at the start of his turn. If he takes radiant damage, this trait doesn't function at the start of his next turn. Moloch dies only if he starts his turn with 0 hit points and doesn't regenerate. | ","Multiattack. Moloch makes three attacks: one with his bite, one with his claw, and one with his whip. | Bite. Melee Weapon Attack: +15 to hit, reach 5 ft., one target. Hit: 26 (4d8 + 8) piercing damage. | Claw. Melee Weapon Attack: +15 to hit, reach 10 ft., one target. Hit: 17 (2d8 + 8) slashing damage. | Many-Tailed Whip. Melee Weapon Attack: +15 to hit, reach 30 ft., one target. Hit: 13 (2d4 + 8) slashing damage plus 11 (2d10) lightning damage. If the target is a creature, it must succeed on a DC 24 Strength saving throw or be pulled up to 30 feet in a straight line toward Moloch. | Breath of Despair (Recharge 5–6). Moloch exhales in a 30-foot cube. Each creature in that area must succeed on a DC 21 Wisdom saving throw or take 27 (5d10) psychic damage, drop whatever it is holding, and become frightened for 1 minute. While frightened in this way, a creature must take the Dash action and move away from Moloch by the safest available route on each of its turns, unless there is nowhere to move, in which case it needn't take the Dash action. If the creature ends its turn in a location where it doesn't have line of sight to Moloch, the creature can repeat the saving throw. On a success, the effect ends. | Teleport. Moloch magically teleports, along with any equipment he is wearing and carrying, up to 120 feet to an unoccupied space he can see. | ","Moloch can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. Moloch regains spent legendary actions at the start of his turn. | Stinking Cloud. Moloch casts stinking cloud. | Teleport. Moloch uses his Teleport action. | Whip. Moloch makes one attack with his whip",1,Mordenkainen's Tome of Foes
molydeus,huge,fiend (demon),chaotic evil,"Abyssal, telepathy 120 ft.",19.0,216,21.0,40,0,0,0,0,31,0,120,0,0,28,9,22,6,25,7,21,5,24,7,24,7,16,0,14,0,14,14,0,21,0,0,0,0,0,0,0,0,0,"truesight 120 ft., passive Perception 31",unavailable,unavailable,unavailable,0,Mordenkainen's Tome of Foes
monodrone,medium,construct,lawful neutral,Modron,15.0,5,0.125,30,0,30,0,0,10,0,120,0,0,10,0,13,1,12,1,4,-3,10,0,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"truesight 120 ft., passive Perception 10",unavailable,unavailable,unavailable,0,Monster Manual
morkoth,medium,aberration,chaotic evil,telepathy 120 ft.,17.0,130,11.0,25,50,0,0,0,20,120,0,0,30,14,2,14,2,14,2,20,5,15,2,13,1,0,6,0,9,6,0,9,10,6,0,0,0,9,0,0,0,0,"blindsight 30 ft., darkvision 120 ft., passive Perception 20",unavailable,unavailable,unavailable,0,Volo's Guide to Monsters
mouth-of-grolantor,huge,giant (hill giant),chaotic evil,Giant,14.0,105,6.0,50,0,0,0,0,11,0,0,0,0,21,5,10,0,18,4,5,-3,7,-2,5,-3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,passive Perception 11,unavailable,unavailable,unavailable,0,Volo's Guide to Monsters
mud-mephit,small,elemental,neutral evil,"Aquan, Terran",11.0,27,0.25,20,20,20,0,0,10,60,0,0,0,8,-1,12,1,12,1,9,-1,11,0,7,-2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 10","Death Burst. When the mephit dies, it explodes in a burst of sticky mud. Each Medium or smaller creature within 5 feet of it must succeed on a DC 11 Dexterity saving throw or be restrained until the end of the creature's next turn. | False Appearance. While the mephit remains motionless, it is indistinguishable from an ordinary mound of mud. | ","Fists. Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 4 (1d6 + 1) bludgeoning damage. | Mud Breath (Recharge 6). The mephit belches viscid mud onto one creature within 5 feet of it. If the target is Medium or smaller, it must succeed on a DC 11 Dexterity saving throw or be restrained for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",none,0,Monster Manual (SRD)
mule,medium,beast,unaligned,none,10.0,11,0.125,40,0,0,0,0,10,0,0,0,0,14,2,10,0,13,1,2,-4,10,0,5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,passive Perception 10,Beast of Burden. The mule is considered to be a Large animal for the purpose of determining its carrying capacity. | Sure-Footed. The mule has advantage on Strength and Dexterity saving throws made against effects that would knock it prone. | ,"Hooves. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) bludgeoning damage.",none,0,Monster Manual (SRD)
mummified-warrior,medium,undead,neutral,understands Commun but can't speak,8.0,19,0.25,20,0,0,0,0,8,60,0,0,0,13,1,6,-2,14,2,8,-1,6,-2,8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 8","Undead Fortitude. If damage reduces the mummified warrior to 0 hit points, it must make a Constitution saving throw with a DC of 5 + the damage taken, unless the damage is radiant or from a critical hit. On a success, the mummified warrior drops to 1 hit point instead. | ","Spear. Melee or Ranged Weapon Attack: +3 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d6 + 1) piercing damage, or 5 (1d8 + 1) piercing damage if used with two hands to make a melee attack.",none,0,Extra (AideDD)
mummy,medium,undead,lawful evil,the languages it knew in life,11.0,58,3.0,20,0,0,0,0,10,60,0,0,0,16,3,8,-1,15,2,6,-2,10,0,12,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"darkvision 60 ft., passive Perception 10",,"Multiattack. The mummy can use its Dreadful Glare and makes one attack with its rotting fist. | Rotting Fist. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage plus 10 (3d6) necrotic damage. If the target is a creature, it must succeed on a DC 12 Constitution saving throw or be cursed with mummy rot. The cursed target can't regain hit points, and its hit point maximum decreases by 10 (3d6) for every 24 hours that elapse. If the curse reduces the target's hit point maximum to 0, the target dies, and its body turns to dust. The curse lasts until removed by the remove curse spell or other magic. | Dreadful Glare. The mummy targets one creature it can see within 60 feet of it. If the target can see the mummy, it must succeed on a DC 11 Wisdom saving throw against this magic or become frightened until the end of the mummy's next turn. If the target fails the saving throw by 5 or more, it is also paralyzed for the same duration. A target that succeeds on the saving throw is immune to the Dreadful Glare of all mummies (but not mummy lords) for the next 24 hours.",none,0,Monster Manual (SRD)
